query,library,term,p_value,adj_p_value,combined_score,n_genes,genes
union (82),Reactome_2022,Base Excision Repair R-HSA-73884,0.00021843269488767183,0.005363736174463942,126.2,4,H2BC13;H2AC6;MPG;POLE
union (82),Reactome_2022,Pre-NOTCH Expression And Processing R-HSA-1912422,0.0002972691738535788,0.006915419728593781,111.7,4,TNRC6C;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,TP53 Regulates Metabolic Genes R-HSA-5628897,0.0003435129708887929,0.007242259264954386,105.4,4,RPTOR;TNRC6C;TSC2;TNRC6B
union (82),Reactome_2022,Post-transcriptional Silencing By Small RNAs R-HSA-426496,0.0003440892410951179,0.007242259264954386,794.0,2,TNRC6C;TNRC6B
union (82),Reactome_2022,Metabolism Of RNA R-HSA-8953854,0.0003866532076152242,0.007768214443905868,32.0,10,GCFC2;SART1;CSTF2T;THOC3;RNPS1;PPIL3;DCP1A;TNPO1;AAAS;FTSJ3
union (82),Reactome_2022,Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3 R-HSA-5625886,0.000430161023623949,0.007821051226722641,177.4,3,NCOA2;H2BC13;H2AC6
union (82),Reactome_2022,NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,0.000430161023623949,0.007821051226722641,177.4,3,NCOA1;TNRC6C;TNRC6B
union (82),Reactome_2022,DNA Replication R-HSA-69306,0.0004423671508327286,0.007821051226722641,66.1,5,H2BC13;CDC23;CDC45;H2AC6;POLE
union (82),Reactome_2022,Cleavage Of Damaged Purine R-HSA-110331,0.00046673703845217,0.00793452965368689,170.3,3,H2BC13;H2AC6;MPG
union (82),Reactome_2022,HCMV Late Events R-HSA-9610379,0.0005349755992501257,0.008614926411266065,88.1,4,H2BC13;H2AC6;MVB12A;AAAS
union (82),Reactome_2022,Transcriptional Regulation By VENTX R-HSA-8853884,0.0005457419446050901,0.008614926411266065,157.6,3,TNRC6C;CDC23;TNRC6B
union (82),Reactome_2022,Oxidative Stress Induced Senescence R-HSA-2559580,0.0005808176926855404,0.008664359211895338,85.1,4,TNRC6C;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,Cellular Senescence R-HSA-2559583,0.0005880786795404076,0.008664359211895338,59.6,5,TNRC6C;H2BC13;CDC23;H2AC6;TNRC6B
union (82),Reactome_2022,Signaling By Nuclear Receptors R-HSA-9006931,0.0006987817531528725,0.009797196764217768,44.4,6,NCOA1;TNRC6C;NCOA2;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,Condensation Of Prophase Chromosomes R-HSA-2299718,0.0007283099938494111,0.009797196764217768,136.3,3,H2BC13;H2AC6;NCAPG2
union (82),Reactome_2022,Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation R-HSA-8948700,0.0007314649167854895,0.009797196764217768,449.2,2,TNRC6C;TNRC6B
union (82),Reactome_2022,"Base-Excision Repair, AP Site Formation R-HSA-73929",0.0007793004316657356,0.010130905611654563,131.8,3,H2BC13;H2AC6;MPG
union (82),Reactome_2022,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,0.000887968972631805,0.010662819060812498,123.3,3,NCOA1;TNRC6C;TNRC6B
union (82),Reactome_2022,Regulation Of PTEN mRNA Translation R-HSA-8943723,0.0008916352467573733,0.010662819060812498,388.4,2,TNRC6C;TNRC6B
union (82),Reactome_2022,mRNA Splicing - Major Pathway R-HSA-72163,0.0008925889259051186,0.010662819060812498,51.1,5,GCFC2;SART1;CSTF2T;RNPS1;PPIL3
union (82),Reactome_2022,mRNA Splicing R-HSA-72172,0.001082794246639603,0.012594606763544857,47.6,5,GCFC2;SART1;CSTF2T;RNPS1;PPIL3
union (82),Reactome_2022,Signaling By WNT R-HSA-195721,0.0013175133189396952,0.014126827948014823,35.7,6,TLE4;TNRC6C;H2BC13;BCL9;H2AC6;TNRC6B
union (82),Reactome_2022,Epigenetic Regulation Of Gene Expression R-HSA-212165,0.0013264841484660057,0.014126827948014823,60.1,4,H2BC13;H2AC6;SMARCA5;TET1
union (82),Reactome_2022,Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279,0.0013423682665534447,0.014126827948014823,99.8,3,H2BC13;H2AC6;SMARCA5
union (82),Reactome_2022,Nuclear Envelope Breakdown R-HSA-2980766,0.0013423682665534447,0.014126827948014823,99.8,3,BANF1;AAAS;TMPO
union (82),Reactome_2022,Chromosome Maintenance R-HSA-73886,0.0014128665397723234,0.014522953734403883,58.5,4,H2BC13;BLM;H2AC6;SMARCA5
union (82),Reactome_2022,Signaling By NOTCH R-HSA-157118,0.001485920583088346,0.014926747675569294,42.1,5,TLE4;TNRC6C;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,HCMV Infection R-HSA-9609646,0.001549693490983394,0.015128559358910968,56.2,4,H2BC13;H2AC6;MVB12A;AAAS
union (82),Reactome_2022,Meiotic Recombination R-HSA-912446,0.001574465453642318,0.015128559358910968,91.9,3,H2BC13;BLM;H2AC6
union (82),Reactome_2022,Synthesis Of Bile Acids And Bile Salts Via 27-Hydroxycholesterol R-HSA-193807,0.0016841894934286387,0.015838548002031026,244.5,2,NCOA1;NCOA2
union (82),Reactome_2022,mRNA 3-End Processing R-HSA-72187,0.0017423076439418213,0.016043749554630938,87.1,3,CSTF2T;THOC3;RNPS1
union (82),Reactome_2022,B-WICH Complex Positively Regulates rRNA Expression R-HSA-5250924,0.001830255827203044,0.016509654604566236,84.9,3,H2BC13;H2AC6;SMARCA5
union (82),Reactome_2022,RHO GTPases Activate PKNs R-HSA-5625740,0.0021105707034793433,0.018443779078537538,78.7,3,NCOA2;H2BC13;H2AC6
union (82),Reactome_2022,Regulation Of RUNX1 Expression And Activity R-HSA-8934593,0.002169856362180887,0.018443779078537538,203.4,2,TNRC6C;TNRC6B
union (82),Reactome_2022,"Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513",0.002169856362180887,0.018443779078537538,203.4,2,DCP1A;TNPO1
union (82),Reactome_2022,RORA Activates Gene Expression R-HSA-1368082,0.0024346088945992775,0.019927724655794087,187.1,2,NCOA1;NCOA2
union (82),Reactome_2022,Recycling Of Bile Acids And Salts R-HSA-159418,0.0024346088945992775,0.019927724655794087,187.1,2,NCOA1;NCOA2
union (82),Reactome_2022,RNA Polymerase II Transcription Termination R-HSA-73856,0.002634392585960626,0.020681126138577352,70.0,3,CSTF2T;THOC3;RNPS1
union (82),Reactome_2022,Mitotic Anaphase R-HSA-68882,0.0026587747050314295,0.020681126138577352,33.4,5,CDC23;BANF1;KNTC1;TNPO1;TMPO
union (82),Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,0.002708477280965141,0.020681126138577352,33.1,5,CDC23;BANF1;KNTC1;TNPO1;TMPO
union (82),Reactome_2022,Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383,0.0027138129322115075,0.020681126138577352,172.9,2,BANF1;TMPO
union (82),Reactome_2022,Chromatin Modifying Enzymes R-HSA-3247509,0.0029671627239986572,0.02222857498317638,31.9,5,NCOA1;NCOA2;H2BC13;H2AC6;ELP6
union (82),Reactome_2022,DNA Double-Strand Break Repair R-HSA-5693532,0.0032994499057197296,0.024118850568860727,40.0,4,H2BC13;BLM;SMARCA5;POLE
union (82),Reactome_2022,Transcriptional Regulation By TP53 R-HSA-3700989,0.003337049407436495,0.024118850568860727,25.3,6,TNRC6C;FANCI;RPTOR;BLM;TSC2;TNRC6B
union (82),Reactome_2022,Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913,0.003492322254314675,0.024118850568860727,60.1,3,H2BC13;H2AC6;SMARCA5
union (82),Reactome_2022,Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236,0.003492322254314675,0.024118850568860727,60.1,3,THOC3;RNPS1;AAAS
union (82),Reactome_2022,NoRC Negatively Regulates rRNA Expression R-HSA-427413,0.003492322254314675,0.024118850568860727,60.1,3,H2BC13;H2AC6;SMARCA5
union (82),Reactome_2022,Nuclear Envelope (NE) Reassembly R-HSA-2995410,0.003627183221988342,0.024664845909520727,58.8,3,BANF1;TNPO1;TMPO
union (82),Reactome_2022,Transcriptional Regulation By Small RNAs R-HSA-5578749,0.0037651896765836888,0.025215361167424098,57.6,3,H2BC13;H2AC6;AAAS
union (82),Reactome_2022,Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941,0.003906364063955078,0.0257703420338529,56.5,3,H2BC13;H2AC6;SMARCA5
union (82),Reactome_2022,Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368,0.004322430298600755,0.028095796940904905,123.1,2,NCOA1;NCOA2
union (82),Reactome_2022,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,0.004503174988357036,0.02884642528773638,52.2,3,H2BC13;CDC23;H2AC6
union (82),Reactome_2022,Transport Of Mature Transcript To Cytoplasm R-HSA-72202,0.004821140641930768,0.030442059481905703,50.2,3,THOC3;RNPS1;AAAS
union (82),Reactome_2022,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,0.0050528927131452085,0.03108053351612617,32.7,4,NCOA1;NCOA2;BLM;AAAS
union (82),Reactome_2022,RNA Polymerase III Transcription Initiation From Type 2 Promoter R-HSA-76066,0.005062892337468516,0.03108053351612617,109.5,2,POLR3A;GTF3C5
union (82),Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,0.005142412941798004,0.031136253702393396,25.3,5,H2BC13;BLM;CDC23;CDC45;KNTC1
union (82),Reactome_2022,"BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108",0.005453447888288482,0.031380314695364855,103.7,2,NCOA1;NCOA2
union (82),Reactome_2022,RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061,0.005453447888288482,0.031380314695364855,103.7,2,POLR3A;GTF3C5
union (82),Reactome_2022,Endogenous Sterols R-HSA-211976,0.005453447888288482,0.031380314695364855,103.7,2,NCOA1;NCOA2
union (82),Reactome_2022,Organelle Biogenesis And Maintenance R-HSA-1852241,0.005466706406206094,0.031380314695364855,24.6,5,NCOA1;NCOA2;HAUS5;TNPO1;CEP78
union (82),Reactome_2022,Meiosis R-HSA-1500620,0.005674365988398885,0.03197620364061801,45.8,3,H2BC13;BLM;H2AC6
union (82),Reactome_2022,SUMOylation R-HSA-2990846,0.005715203818119509,0.03197620364061801,30.8,4,NCOA1;NCOA2;BLM;AAAS
union (82),Reactome_2022,Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,0.006274636253247692,0.0346673652991935,93.4,2,RPTOR;TSC2
union (82),Reactome_2022,Telomere Maintenance R-HSA-157579,0.006418122198194554,0.03502234582224682,42.7,3,H2BC13;BLM;H2AC6
union (82),Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,0.007019132949934265,0.03783483858379202,12.2,12,TNRC6C;FANCI;RPTOR;H2BC13;BLM;CDC23;H2AC6;TSC2;CSTF2T;THOC3;RNPS1;TNRC6B
union (82),Reactome_2022,Regulation Of MECP2 Expression And Activity R-HSA-9022692,0.007148506609489397,0.03797735971196531,84.7,2,TNRC6C;TNRC6B
union (82),Reactome_2022,HCMV Early Events R-HSA-9609690,0.007217416777839561,0.03797735971196531,39.9,3,H2BC13;H2AC6;AAAS
union (82),Reactome_2022,Activation Of Pre-Replicative Complex R-HSA-68962,0.0076049172113032935,0.03908573729530298,80.9,2,CDC45;POLE
union (82),Reactome_2022,RNA Polymerase I Promoter Opening R-HSA-73728,0.0076049172113032935,0.03908573729530298,80.9,2,H2BC13;H2AC6
union (82),Reactome_2022,Cellular Response To Heat Stress R-HSA-3371556,0.007853921762697473,0.03990153355301475,38.0,3,RPTOR;BAG2;AAAS
union (82),Reactome_2022,Oncogene Induced Senescence R-HSA-2559585,0.00807416328090623,0.04009865359730959,77.3,2,TNRC6C;TNRC6B
union (82),Reactome_2022,Packaging Of Telomere Ends R-HSA-171306,0.00807416328090623,0.04009865359730959,77.3,2,H2BC13;H2AC6
union (82),Reactome_2022,DNA Methylation R-HSA-5334118,0.008556134545697591,0.0415583677933883,74.0,2,H2BC13;H2AC6
union (82),Reactome_2022,Synthesis Of Bile Acids And Bile Salts R-HSA-192105,0.008556134545697591,0.0415583677933883,74.0,2,NCOA1;NCOA2
union (82),Reactome_2022,TCF Dependent Signaling In Response To WNT R-HSA-201681,0.008940162538559457,0.04255764746898603,24.6,4,TLE4;H2BC13;BCL9;H2AC6
union (82),Reactome_2022,RNA Polymerase III Transcription Initiation R-HSA-76046,0.009050721407431418,0.04255764746898603,70.9,2,POLR3A;GTF3C5
union (82),Reactome_2022,Vpr-mediated Nuclear Import Of PICs R-HSA-180910,0.009050721407431418,0.04255764746898603,70.9,2,BANF1;AAAS
union (82),Reactome_2022,Transcriptional Regulation By RUNX1 R-HSA-8878171,0.009899502369886749,0.0460587373419994,23.3,4,TNRC6C;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,SIRT1 Negatively Regulates rRNA Expression R-HSA-427359,0.01007730683880574,0.04639760023700143,65.3,2,H2BC13;H2AC6
union (82),Reactome_2022,Assembly Of Pre-Replicative Complex R-HSA-68867,0.010465505276336457,0.046427896699871095,32.1,3,H2BC13;CDC23;H2AC6
union (82),Reactome_2022,Assembly Of ORC Complex At Origin Of Replication R-HSA-68616,0.010609089517391358,0.046427896699871095,62.8,2,H2BC13;H2AC6
union (82),Reactome_2022,Resolution Of Abasic Sites (AP Sites) R-HSA-73933,0.010609089517391358,0.046427896699871095,62.8,2,MPG;POLE
union (82),Reactome_2022,Fanconi Anemia Pathway R-HSA-6783310,0.010609089517391358,0.046427896699871095,62.8,2,FANCI;FANCB
union (82),Reactome_2022,Interactions Of Vpr With Host Cellular Proteins R-HSA-176033,0.010609089517391358,0.046427896699871095,62.8,2,BANF1;AAAS
union (82),Reactome_2022,Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,0.011153056011211533,0.04829761520193983,60.4,2,UFD1;POLE
union (82),Reactome_2022,Reproduction R-HSA-1474165,0.011254874130768784,0.04829761520193983,30.7,3,H2BC13;BLM;H2AC6
union (82),Reactome_2022,HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,0.011525442657684645,0.04898313129515974,30.2,3,H2BC13;BLM;POLE
union (82),Reactome_2022,RNA Polymerase III Abortive And Retractive Initiation R-HSA-749476,0.011709100006669398,0.049289735266170226,58.2,2,POLR3A;GTF3C5
union (82),Reactome_2022,MTOR Signaling R-HSA-165159,0.01227711584638714,0.05059340020311214,56.1,2,RPTOR;TSC2
union (82),Reactome_2022,PRC2 Methylates Histones And DNA R-HSA-212300,0.012856998515983679,0.05059340020311214,54.1,2,H2BC13;H2AC6
union (82),Reactome_2022,Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168,0.012856998515983679,0.05059340020311214,54.1,2,NCOA1;NCOA2
union (82),Reactome_2022,Cleavage Of Damaged Pyrimidine R-HSA-110329,0.012856998515983679,0.05059340020311214,54.1,2,H2BC13;H2AC6
union (82),Reactome_2022,Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402,0.012856998515983679,0.05059340020311214,54.1,2,TLE4;BCL9
union (82),Reactome_2022,Defective Pyroptosis R-HSA-9710421,0.012856998515983679,0.05059340020311214,54.1,2,H2BC13;H2AC6
union (82),Reactome_2022,Synthesis Of DNA R-HSA-69239,0.012934511816632743,0.05059340020311214,28.2,3,CDC23;CDC45;POLE
union (82),Reactome_2022,Homology Directed Repair R-HSA-5693538,0.012934511816632743,0.05059340020311214,28.2,3,H2BC13;BLM;POLE
union (82),Reactome_2022,SUMOylation Of Transcription Cofactors R-HSA-3899300,0.013448643637012122,0.05214298673297682,52.2,2,NCOA1;NCOA2
union (82),Reactome_2022,Bile Acid And Bile Salt Metabolism R-HSA-194068,0.01466680693964019,0.055407937327529605,48.8,2,NCOA1;NCOA2
union (82),Reactome_2022,ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression R-HSA-427389,0.01466680693964019,0.055407937327529605,48.8,2,H2BC13;H2AC6
union (82),Reactome_2022,Heme Signaling R-HSA-9707616,0.01466680693964019,0.055407937327529605,48.8,2,NCOA1;NCOA2
union (82),Reactome_2022,Autophagy R-HSA-9612973,0.015709267048844573,0.058843186742282214,25.0,3,RPTOR;MVB12A;TSC2
union (82),Reactome_2022,Signaling By Rho GTPases R-HSA-194315,0.016466931230768457,0.060563853517170106,11.6,7,NCOA2;H2BC13;PLEKHG4;H2AC6;KNTC1;AAAS;TMPO
union (82),Reactome_2022,DNA Damage Bypass R-HSA-73893,0.01657969745605788,0.060563853517170106,44.3,2,UFD1;POLE
union (82),Reactome_2022,Inhibition Of DNA Recombination At Telomere R-HSA-9670095,0.01657969745605788,0.060563853517170106,44.3,2,H2BC13;H2AC6
union (82),Reactome_2022,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",0.01858027762124447,0.0673154320376234,11.0,7,NCOA2;H2BC13;PLEKHG4;H2AC6;KNTC1;AAAS;TMPO
union (82),Reactome_2022,Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,0.019285851663064194,0.0693036295534502,39.2,2,NCOA1;NCOA2
union (82),Reactome_2022,PTEN Regulation R-HSA-6807070,0.019521931963475982,0.06958624135368052,21.7,3,TNRC6C;RPTOR;TNRC6B
union (82),Reactome_2022,Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829,0.021428725300195565,0.07577197266149152,36.0,2,NCOA1;NCOA2
union (82),Reactome_2022,RHOA GTPase Cycle R-HSA-8980692,0.022588210053399352,0.07923800669525805,19.8,3,PLEKHG4;AAAS;TMPO
union (82),Reactome_2022,Cytoprotection By HMOX1 R-HSA-9707564,0.02290978148677028,0.0793836012716989,34.1,2,NCOA1;NCOA2
union (82),Reactome_2022,G2/M Checkpoints R-HSA-69481,0.022988916205378865,0.0793836012716989,19.5,3,H2BC13;BLM;CDC45
union (82),Reactome_2022,HIV Life Cycle R-HSA-162587,0.023393495070910854,0.08015445597939998,19.3,3,MVB12A;BANF1;AAAS
union (82),Reactome_2022,APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689,0.024352069500002304,0.08015834539700903,182.7,1,BANF1
union (82),Reactome_2022,Molybdenum Cofactor Biosynthesis R-HSA-947581,0.024352069500002304,0.08015834539700903,182.7,1,GPHN
union (82),Reactome_2022,PIP3 Activates AKT Signaling R-HSA-1257604,0.024428923024541627,0.08015834539700903,14.2,4,TNRC6C;RPTOR;TSC2;TNRC6B
union (82),Reactome_2022,RNA Polymerase I Promoter Escape R-HSA-73772,0.024431924455603243,0.08015834539700903,32.3,2,H2BC13;H2AC6
union (82),Reactome_2022,Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,0.024431924455603243,0.08015834539700903,32.3,2,H2BC13;H2AC6
union (82),Reactome_2022,RHO GTPase Effectors R-HSA-195258,0.0247224091003634,0.08015834539700903,14.1,4,NCOA2;H2BC13;H2AC6;KNTC1
union (82),Reactome_2022,Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,0.02520816744385578,0.08015834539700903,31.5,2,H2BC13;SMARCA5
union (82),Reactome_2022,HDACs Deacetylate Histones R-HSA-3214815,0.02520816744385578,0.08015834539700903,31.5,2,H2BC13;H2AC6
union (82),Reactome_2022,Transcriptional Regulation By MECP2 R-HSA-8986944,0.02520816744385578,0.08015834539700903,31.5,2,TNRC6C;TNRC6B
union (82),Reactome_2022,Meiotic Synapsis R-HSA-1221632,0.02520816744385578,0.08015834539700903,31.5,2,H2BC13;H2AC6
union (82),Reactome_2022,Ca2+ Pathway R-HSA-4086398,0.025994400049657224,0.08091214663344008,30.7,2,TNRC6C;TNRC6B
union (82),Reactome_2022,DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,0.025994400049657224,0.08091214663344008,30.7,2,H2BC13;H2AC6
union (82),Reactome_2022,DNA Double Strand Break Response R-HSA-5693606,0.025994400049657224,0.08091214663344008,30.7,2,H2BC13;SMARCA5
union (82),Reactome_2022,S Phase R-HSA-69242,0.028550232117392584,0.08824617199921343,16.9,3,CDC23;CDC45;POLE
union (82),Reactome_2022,Cytochrome P450 - Arranged By Substrate Type R-HSA-211897,0.029237379030403667,0.08974251063498903,27.8,2,NCOA1;NCOA2
union (82),Reactome_2022,HDR Thru Homologous Recombination (HRR) R-HSA-5685942,0.030916420344329894,0.09424177787719872,26.5,2,BLM;POLE
union (82),Reactome_2022,2-LTR Circle Formation R-HSA-164843,0.032338544922317344,0.09680354708641277,120.5,1,BANF1
union (82),Reactome_2022,DNA Replication Initiation R-HSA-68952,0.032338544922317344,0.09680354708641277,120.5,1,POLE
union (82),Reactome_2022,Circadian Clock R-HSA-400253,0.03263286994541969,0.09680354708641277,25.4,2,NCOA1;NCOA2
union (82),Reactome_2022,Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,0.03263286994541969,0.09680354708641277,25.4,2,HAUS5;CEP78
