gene,Yi_remaining_15h,Yi_decay_k,Li_HEK293T_t_half_h,is_WT_best_hit
CUEDC2,0.4496406072683432,0.0529029706746618,8.5,False
CWC25,0.6677042724019882,0.0268973758198987,17.67,False
CXorf56,0.4890681979875438,0.047414868066141,8.39,False
CYTH3,0.4821910694266046,0.0494172409575958,24.44,False
DBF4,0.2010256341517733,0.1053188504917081,11.45,False
DCAF10,0.6419920088192876,0.0297166412734085,16.6,False
DCAF12,0.445975062552704,0.0507262073673774,10.54,False
DCAF15,0.6094240862587497,0.0338998945038618,3.52,False
DCAF4,0.5608672850100818,0.0380270384845211,7.22,False
DCAF5,0.5406083419406174,0.0402550802203931,21.34,False
DCAF7,0.7958316936430652,0.0161920723038074,10.32,False
DCAF8,0.586584104702851,0.0347313268659728,26.22,False
DCLRE1B,0.3841804175924203,0.0608411868685044,5.91,False
DCUN1D4,0.5690221289750361,0.0359365726069626,25.89,False
DDA1,0.8530829900951629,0.0115195175841209,16.93,False
DEPDC1,0.3084740233305394,0.0744851066207364,2.01,False
DEPDC1B,0.3493726891758574,0.0696170318562334,9.27,False
DEPDC7,0.3212908986167344,0.074348091984976,7.3,False
DEPTOR,0.160658240955495,0.1219012659884061,4.49,False
DESI2,0.660363891297653,0.0265267994093586,25.41,False
DGCR6L,0.1728068257286366,0.1016168294616588,3.46,False
DHFR,1.0499526276608149,-0.0067099322119907,23.2,False
DHX32,0.7761178916910002,0.0167693128232247,5.73,False
DHX8,0.635997648518234,0.0297887827035741,33.61,False
DIXDC1,0.356088382966805,0.0659614331658513,15.3,False
DLG5,0.2798854665217448,0.0861255683126665,10.34,False
DNAAF2,0.8568137892531767,0.010499094015629,28.71,False
DNAJA1,0.6897338293319802,0.0249557118894183,19.74,False
DNAJB5,0.565837879293044,0.0404817513791294,13.08,False
DNAJB6,0.3568070621773819,0.0683972347339934,12.91,False
DNAJC12,0.6931328747090946,0.024355683860907,9.27,False
DNAJC24,0.4600089423708344,0.0518140123043402,18.2,False
DNAJC6,0.5321383596242218,0.0429933377504339,21.19,False
DNAL4,0.7870889878477898,0.0155508812800464,16.64,False
DOHH,0.6301837789982061,0.031011101985239,19.71,False
DONSON,0.1856690475741221,0.1100772201006002,19.45,False
DOT1L,0.5071418327447155,0.0446081584667609,15.72,False
DPF2,0.7846473064950253,0.0166269942780338,32.34,False
DSN1,0.6391053540363211,0.0290422676302698,22.33,False
DTL,0.2332159955653561,0.0973322913309032,2.74,False
DTNA,0.6969745592910641,0.0231110774365212,8.7,False
DTNBP1,0.5566806811169307,0.0330008590829011,30.39,False
DTX3,0.4159210534873036,0.0573507610316795,13.8,False
DUSP11,0.5456432584300479,0.0390225862563864,16.69,False
DUSP16,0.2827927375447008,0.08183192133915,3.54,False
E2F3,0.1747662094462479,0.1174448582267818,8.06,False
E2F4,0.4810727326056816,0.0470659236463695,11.85,False
E2F6,0.5338155779131235,0.0410505927174153,16.46,False
EAPP,0.4560794182981496,0.0514387888944214,14.16,False
ECT2,0.3410946153466143,0.0711613997925071,6.4,False
EFHD1,0.3824522121750953,0.0626758776300724,12.75,False
EIF1,0.8440769229786806,0.01180841920785,19.1,False
EIF2AK1,0.4018692317370966,0.0601088254537802,4.11,False
EIF4H,0.247894005035933,0.0908749315740338,23.59,False
ELF1,0.3780083103004268,0.0595844819767771,13.64,False
ELF2,0.4365110237849767,0.0553032217246759,18.92,False
ELK1,0.3691405791016245,0.0627740934461939,13.03,False
EME1,0.5846699115268088,0.0339167063191367,25.32,False
EN2,0.2820262361243079,0.0843123581832377,5.96,False
ENDOG,0.4340989408212705,0.0522537653275147,3.97,False
ENKD1,0.2854181665588282,0.079743409112,4.13,False
ENY2,0.7429418918784996,0.0197796936226603,18.37,False
EPC1,0.7841039184834024,0.0159158821981536,26.57,False
EPC2,0.5976207476707266,0.0333455159294783,19.64,False
ERF,0.2953554645405066,0.0813857994819361,10.64,False
ESRRA,0.5758043212787882,0.0349930606687084,10.51,False
ESS2,0.4980075112218436,0.0464946534297622,11.82,False
ETAA1,0.7360219095840428,0.01987426494948,12.53,False
ETNK1,0.1939679581330297,0.1077438864998913,5.71,False
EURL,0.1867882030385673,0.1111323896255507,3.7,False
EXO1,0.3322532691633135,0.0740792276054416,11.23,False
FAM117B,0.3991223507348673,0.0608709385528822,14.19,False
FAM122B,0.7220869334654054,0.0203571684854753,22.61,False
FAM126A,0.680880162683027,0.0229709032204467,30.78,False
FAM177A1,0.5887471322932005,0.0354951790432825,15.1,False
FAM193A,0.6191569472886493,0.0321137801581266,26.63,False
FAM199X,0.7346169008904775,0.0145185180913109,0.47,False
FAM204A,0.2445386122207739,0.0906943059451109,9.73,False
FAM32A,0.2569213349585637,0.0877593745898426,5.44,False
FAM83D,0.2447699372305004,0.0918296336611677,13.3,False
FANCL,0.5910606205825317,0.0375036777461,19.52,False
FANCM,0.2968296400118989,0.0914913530247589,11.72,False
FBRS,0.918999127688252,0.004532947674043,15.61,False
FBRSL1,0.2422126695219927,0.0889950351884858,9.93,False
FBXO11,0.3484389104196003,0.0692918769938906,4.98,False
FBXO21,0.3931663967666448,0.0610223837126968,5.52,False
FBXO28,0.1601201261872252,0.1204324668261606,4.72,False
FBXO3,0.5947673171915455,0.0305211571454974,14.0,False
FBXO38,0.4081414504044272,0.0605542614085943,11.98,False
FBXO46,0.25214501842827,0.0899319003354491,10.0,False
FBXO5,0.1185058781546945,0.1393060263620471,5.19,False
FBXW11,0.5919735475535798,0.0341548978610418,13.74,False
FBXW8,0.5178671704912098,0.0403469270092587,26.66,False
FEM1A,0.2309844642147183,0.0957420356285845,2.94,False
FEM1B,0.4086814325906857,0.0581277671933054,5.31,False
FEZ2,0.4747744444158761,0.0482767868040163,18.7,False
FGD6,0.6507370430556496,0.0300190044219146,32.35,False
FIGN,0.5856736529951836,0.0392411572558151,25.41,False
FIGNL1,0.5924110703691018,0.033519662536929,12.16,False
FLYWCH1,0.5573164196833555,0.0394677947931655,8.72,False
FOXC1,0.2606613416103577,0.0897460512910385,12.04,False
FOXG1,0.1969196073446694,0.1067247494861481,8.85,False
FOXJ2,0.668287321783603,0.027213761118771,23.77,False
FOXN3,0.2039907082169332,0.1045463194245085,5.16,False
FOXO3,0.3965511798668752,0.0611008401204764,16.38,False
FOXP1,0.6763521456684601,0.0263817105284405,21.89,False
FOXP4,0.5940495770968537,0.035013428410973,22.43,False
FRMD8,0.4340969657011699,0.0540069779452446,10.97,False
FTH1,0.2044234948065388,0.1104199095041729,19.21,False
FTL,0.2902006931365213,0.0898459888595343,6.93,False
FUOM,1.0655267719355366,-0.0024912899387552,33.53,False
FZR1,0.3400543647973253,0.0647599006999924,2.56,False
GABARAPL2,0.7347675122243043,0.0202964317464157,30.96,False
GABPA,0.5757853992098931,0.0351721255634574,25.45,False
GATAD1,0.3385584423638582,0.0661281595322449,16.07,False
GATAD2B,0.5141888193644396,0.0424835639263587,20.96,False
GCC1,0.8659604250181943,0.0089588127244028,27.9,False
GGA2,0.2192925509545903,0.0994417557708552,12.95,False
GGNBP2,0.7780838288316512,0.0149359850867659,2.09,False
GINS2,0.8854771283629805,0.0068414113628503,26.24,False
GLI3,0.4759401647155622,0.0492861818783481,21.07,False
GLRX2,0.2725947366926508,0.0843794458688652,11.89,False
GLYR1,0.673019651373884,0.0268735818966844,33.4,False
GMNN,0.0520790738034361,0.1901427533157895,3.47,False
GNL2,0.5434492859334854,0.0386083638372025,27.13,False
GNL3L,0.4323532509173508,0.0550613427712774,8.58,False
GOLGA1,0.621912900186938,0.0311808811671434,33.63,False
GOLPH3,0.9517361094069282,0.003494903334117,32.07,False
GOLPH3L,0.6412631551640122,0.0289462262254563,32.31,False
GON4L,0.3073699354454607,0.077496793384572,11.07,False
GOPC,0.5135138690742023,0.0444473411887861,12.07,False
GPATCH2,0.5449958996309858,0.0409935499173885,18.24,False
GPATCH2L,0.1808479004541,0.1167668519725481,5.47,False
GPATCH4,0.7221714148875211,0.0226360890714103,30.53,False
GPBP1,0.4666238809811222,0.0510549500241777,14.46,False
GPRASP2,0.6641647208954493,0.0254388304757872,27.72,False
GPSM2,0.3312129509845477,0.0728244867625975,5.21,False
GRHL1,0.8814776233887127,0.0127066153115049,9.47,False
GSE1,0.4609174668125161,0.0490059082625823,12.11,False
GTF2B,0.5568076274628648,0.0395098373522437,11.0,False
GTF2H2,0.4837992927901459,0.0448221493809491,11.95,False
